中 B-name
3 O
的 O
要 O
求 O
注 O
1 O
： O
如 O
果 O
阀 O
门 O
只 O
能 O
使 O
用 O
法 O
兰 O
迷 O
接 O
， O
可 O
不 O
做 O
扭 O
矩 O
测 O
试 O
注 O
2 O
： O
对 O
于 O
采 O
用 O
兰 O
连 O
接 O
或 O
较 O
形 O
夹 O
紧 O
进 O
口 O
连 O
接 O
的 O
， O
烹 O
任 O
燃 O
气 O
用 O
其 O
上 O
的 O
阀 O
门 O
， O
可 O
不 O
做 O
专 O
矩 O
测 O
试 O
6 O
. O
3 O
. O
2 O
. O
2 O
. O
3 O
法 O
兰 O
连 O
接 O
或 O
鞍 O
形 O
加 O
紧 O
进 O
口 O
连 O
接 O
（ O
烹 O
调 O
燃 O
具 O
用 O
阀 O
总 O
成 O
） O
按 O
照 O
制 O
造 O
商 O
的 O
推 O
荐 O
方 O
法 O
将 O
阀 O
总 O
成 O
与 O
分 O
配 O
管 O
连 O
接 O
， O
并 O
将 O
固 O
定 O
螺 O
钉 O
拧 O
紧 O
至 O
推 O
荐 O
扭 O
矩 O
按 O
照 O
6 O
. O
3 O
. O
2 O
. O
2 O
. O
1 O
或 O
6 O
. O
3 O
. O
2 O
. O
2 O
. O
2 O
适 O
用 O
方 O
法 O
连 O
接 O
橄 O
榄 O
形 O
或 O
扩 O
口 O
压 O
力 O
接 O
头 O
并 O
拧 O
紧 O
至 O
表 O
5 O
第 O
二 O
列 O
括 O
号 O
内 O
所 O
给 O
扭 O
矩 O
值 O
6 O
. O
3 O
. O
3 O
弯 O
曲 O
试 O
验 O
6 O
. O
3 O
. O
3 O
. O
1 O
1 O
0 O
s O
弯 O
曲 O
力 O
矩 O
测 O
试 O
— O
1 O
组 O
和 O
2 O
组 O
阀 O
门 O
试 O
验 O
步 O
骤 O
如 O
下 O
： O
a O
） O
使 O
用 O
进 O
行 O
扭 O
矩 O
试 O
验 O
的 O
同 O
一 O
总 O
成 O
， O
如 O
图 O
5 O
所 O
示 O
进 O
行 O
组 O
装 O
： O
b O
） O
在 O
距 O
阀 O
总 O
成 O
中 O
心 O
4 O
0 O
倍 O
D O
N O
处 O
施 O
加 O
表 O
5 O
对 O
1 O
组 O
或 O
2 O
组 O
给 O
出 O
弯 O
矩 O
值 O
所 O
需 O
的 O
力 O
， O
时 O
间 O
为 O
1 O
0 O
s O
； O
测 O
试 O
用 O
管 O
的 O
重 O
量 O
应 O
考 O
虑 O
在 O
内 O
； O
c O
） O
当 O
应 O
力 O
消 O
除 O
时 O
， O
目 O
视 O
有 O
无 O
任 O
何 O
变 O
形 O
， O
按 O
6 O
. O
2 O
. O
2 O
和 O
6 O
. O
2 O
. O
3 O
测 O
试 O
间 O
总 O
成 O
的 O
气 O
密 O
性 O
说 O
明 O
： O
1 O
- O
管 O
1 O
： O
2 O
- O
■ O
2 O
; O
D O
- O
外 O
径 O
： O
F O
- O
- O
力 O
图 O
5 O
弯 O
曲 O
试 O
验 O
示 O
意 O
图 O
6 O
. O
3 O
. O
3 O
. O
2 O
9 O
0 O
0 O
s O
弯 O
曲 O
力 O
矩 O
测 O
试 O
— O
只 O
适 O
用 O
于 O
1 O
组 O
阀 O
总 O
成 O
试 O
验 O
步 O
骤 O
如 O
下 O
： O
a O
） O
使 O
用 O
进 O
行 O
扭 O
矩 O
试 O
验 O
的 O
同 O
一 O
词 O
总 O
成 O
， O
如 O
图 O
5 O
所 O
示 O
进 O
行 O
组 O
装 O
； O
b O
） O
在 O
距 O
阀 O
总 O
成 O
中 O
心 O
4 O
0 O
倍 O
D O
N O
处 O
施 O
加 O
表 O
5 O
对 O
1 O
组 O
给 O
出 O
弯 O
矩 O
值 O
所 O
需 O
的 O
力 O
， O
时 O
间 O
为 O
9 O
0 O
0 O
s O
； O
测 O
试 O
用 O
管 O
的 O
重 O
量 O
应 O
考 O
虑 O
在 O
内 O
； O
c O
） O
在 O
施 O
加 O
弯 O
曲 O
力 O
矩 O
的 O
同 O
时 O
， O
按 O
6 O
. O
2 O
. O
2 O
和 O
6 O
. O
2 O
. O
3 O
测 O
试 O
阀 O
总 O
成 O
的 O
气 O
密 O
性 O
6 O
. O
4 O
额 O
定 O
流 O
量 O
试 O
验 O
6 O
. O
4 O
. O
1 O
试 O
验 O
装 O
置 O
应 O
使 O
用 O
图 O
6 O
所 O
示 O
装 O
置 O
进 O
行 O
试 O
验 O
， O
仪 O
器 O
计 O
量 O
误 O
差 O
不 O
应 O
超 O
过 O
± O
2 O
％ O
， O
6 O
. O
6 O
. O
2 O
操 O
作 O
力 O
使 O
用 O
合 O
适 O
的 O
测 O
力 O
计 O
测 O
量 O
操 O
作 O
力 O
， O
以 O
检 O
查 O
5 O
. O
6 O
. O
6 O
. O
2 O
的 O
符 O
合 O
情 O
况 O
， O
测 O
力 O
计 O
的 O
精 O
度 O
在 O
5 O
. O
6 O
. O
6 O
. O
2 O
就 O
阀 O
总 O
成 O
的 O
相 O
对 O
尺 O
寸 O
规 O
定 O
的 O
最 O
大 O
操 O
作 O
力 O
的 O
± O
1 O
0 O
％ O
范 O
围 O
内 O
6 O
. O
6 O
. O
3 O
自 O
锁 O
装 O
置 O
强 O
度 O
阀 O
总 O
成 O
在 O
关 O
闭 O
状 O
态 O
下 O
， O
接 O
受 O
1 O
0 O
次 O
施 O
加 O
的 O
1 O
N O
， O
m O
扭 O
矩 O
（ O
时 O
间 O
为 O
1 O
0 O
a O
） O
， O
以 O
检 O
查 O
5 O
. O
6 O
. O
6 O
. O
3 O
的 O
符 O
合 O
情 O
况 O
6 O
. O
6 O
. O
4 O
限 O
位 O
装 O
置 O
强 O
度 O
阀 O
总 O
成 O
在 O
全 O
开 O
位 O
置 O
时 O
， O
接 O
受 O
1 O
0 O
次 O
施 O
加 O
的 O
1 O
N O
· O
m O
扭 O
矩 O
（ O
时 O
间 O
为 O
1 O
0 O
a O
） O
， O
以 O
检 O
查 O
5 O
. O
6 O
. O
6 O
. O
4 O
的 O
符 O
合 O
情 O
况 O
6 O
. O
7 O
功 O
能 O
特 O
性 O
试 O
验 O
6 O
. O
7 O
. O
1 O
一 O
般 O
要 O
求 O
皮 O
按 O
照 O
制 O
造 O
商 O
的 O
标 O
明 O
（ O
说 O
明 O
书 O
） O
试 O
验 O
、 O
检 O
查 O
辅 O
助 O
功 O
能 O
和 O
特 O
点 O
6 O
. O
7 O
. O
2 O
压 O
电 O
点 O
火 O
装 O
置 O
性 O
能 O
试 O
验 O
6 O
. O
7 O
. O
2 O
. O
1 O
电 O
弧 O
在 O
暗 O
室 O
中 O
以 O
（ O
5 O
～ O
2 O
0 O
） O
次 O
／ O
m O
i O
n O
速 O
率 O
， O
均 O
匀 O
操 O
作 O
旋 O
钮 O
1 O
0 O
次 O
， O
检 O
查 O
在 O
电 O
极 O
间 O
隙 O
以 O
外 O
地 O
方 O
是 O
否 O
有 O
电 O
弧 O
产 O
生 O
6 O
. O
7 O
. O
2 O
. O
2 O
点 O
火 O
以 O
（ O
5 O
～ O
2 O
0 O
） O
次 O
／ O
m O
i O
n O
速 O
率 O
， O
均 O
匀 O
操 O
作 O
旋 O
钮 O
1 O
0 O
次 O
， O
在 O
适 O
用 O
燃 O
气 O
额 O
定 O
压 O
力 O
下 O
， O
检 O
查 O
是 O
否 O
每 O
一 O
次 O
均 O
能 O
顺 O
利 O
点 O
燃 O
试 O
验 O
气 O
体 O
6 O
. O
7 O
. O
2 O
. O
3 O
压 O
电 O
点 O
火 O
装 O
置 O
耐 O
久 O
性 O
在 O
6 O
. O
7 O
. O
3 O
. O
2 O
试 O
验 O
方 O
法 O
下 O
， O
进 O
行 O
1 O
2 O
. O
0 O
0 O
0 O
次 O
点 O
火 O
循 O
环 O
操 O
作 O
6 O
. O
7 O
. O
3 O
旋 O
塞 O
阀 O
耐 O
久 O
性 O
试 O
验 O
6 O
. O
7 O
. O
3 O
. O
1 O
静 O
态 O
耐 O
久 O
性 O
试 O
验 O
两 O
个 O
旋 O
塞 O
（ O
一 O
个 O
在 O
打 O
开 O
位 O
置 O
， O
另 O
一 O
个 O
在 O
闭 O
合 O
位 O
置 O
） O
， O
在 O
下 O
列 O
条 O
件 O
下 O
承 O
受 O
连 O
续 O
地 O
耐 O
温 O
试 O
验 O
： O
— O
按 O
照 O
创 O
造 O
商 O
声 O
称 O
的 O
不 O
高 O
于 O
0 O
℃ O
的 O
最 O
低 O
操 O
作 O
温 O
度 O
环 O
境 O
中 O
放 O
置 O
4 O
8 O
h O
； O
— O
按 O
照 O
创 O
造 O
商 O
声 O
称 O
的 O
不 O
低 O
于 O
6 O
0 O
℃ O
的 O
最 O
大 O
操 O
作 O
温 O
度 O
环 O
境 O
中 O
放 O
置 O
4 O
8 O
h O
注 O
： O
本 O
试 O
验 O
之 O
后 O
， O
在 O
没 O
有 O
任 O
何 O
预 O
操 O
作 O
前 O
提 O
下 O
检 O
查 O
旋 O
塞 O
操 O
作 O
粗 O
矩 O
， O
6 O
. O
7 O
. O
3 O
. O
2 O
动 O
态 O
耐 O
久 O
性 O
试 O
验 O
阀 O
总 O
成 O
应 O
按 O
照 O
4 O
. O
1 O
给 O
定 O
的 O
操 O
作 O
次 O
数 O
进 O
行 O
反 O
复 O
操 O
作 O
试 O
验 O
， O
操 O
作 O
频 O
率 O
（ O
每 O
分 O
钟 O
次 O
数 O
） O
应 O
由 O
制 O
造 O
商 O
标 O
明 O
， O
同 O
时 O
满 O
足 O
下 O
列 O
条 O
件 O
： O
— O
操 O
作 O
担 O
矩 O
和 O
操 O
作 O
力 O
不 O
应 O
大 O
于 O
5 O
. O
6 O
， O
6 O
. O
1 O
和 O
5 O
. O
6 O
. O
6 O
. O
2 O
规 O
定 O
值 O
的 O
1 O
3 O
0 O
％ O
； O
制 O
造 O
商 O
声 O
称 O
的 O
不 O
低 O
于 O
6 O
0 O
℃ O
的 O
最 O
大 O
操 O
作 O
混 O
度 O
完 O
成 O
操 O
作 O
次 O
数 O
的 O
5 O
0 O
％ O
； O
一 O
在 O
（ O
2 O
0 O
± O
5 O
） O
℃ O
完 O
成 O
操 O
作 O
次 O
数 O
的 O
5 O
0 O
％ O
6 O
. O
7 O
. O
4 O
机 O
械 O
恒 O
温 O
器 O
性 O
能 O
6 O
. O
7 O
. O
4 O
. O
1 O
恒 O
温 O
器 O
运 O
转 O
性 O
能 O
试 O
验 O
6 O
. O
7 O
. O
4 O
. O
1 O
. O
1 O
将 O
恒 O
温 O
器 O
本 O
体 O
如 O
图 O
6 O
连 O
接 O
后 O
， O
放 O
置 O
在 O
温 O
度 O
为 O
（ O
2 O
0 O
± O
2 O
） O
℃ O
的 O
环 O
境 O
中 O
， O
温 O
度 O
传 O
感 O
器 O
放 O
置 O
在 O
恒 O
温 O
箱 O
内 O
， O
设 O
置 O
恒 O
温 O
箱 O
温 O
度 O
变 O
化 O
速 O
率 O
低 O
于 O
1 O
K O
／ O
m O
i O
n O
， O
用 O
热 O
电 O
偶 O
监 O
测 O
温 O
度 O
传 O
感 O
器 O
的 O
顶 O
部 O
、 O
中 O
部 O
、 O
尾 O
部 O
温 O
度 O
6 O
. O
7 O
. O
4 O
. O
1 O
. O
2 O
通 O
过 O
调 O
节 O
手 O
柄 O
或 O
转 O
动 O
轴 O
在 O
两 O
个 O
限 O
定 O
温 O
度 O
之 O
间 O
选 O
择 O
温 O
度 O
设 O
置 O
， O
分 O
别 O
设 O
定 O
恒 O
温 O
箱 O
温 O
度 O
高 O
于 O
和 O
低 O
于 O
恒 O
混 O
器 O
设 O
置 O
点 O
温 O
度 O
， O
测 O
量 O
温 O
度 O
设 O
置 O
点 O
通 O
过 O
传 O
感 O
器 O
引 O
起 O
气 O
流 O
减 O
小 O
和 O
加 O
大 O
的 O
温 O
度 O
a O
） O
将 O
温 O
度 O
设 O
置 O
在 O
恒 O
温 O
器 O
最 O
高 O
、 O
最 O
低 O
温 O
度 O
截 O
止 O
点 O
时 O
， O
测 O
得 O
的 O
恒 O
温 O
器 O
动 O
作 O
温 O
度 O
最 O
大 O
范 O
围 O
值 O
应 O
満 O
足 O
5 O
. O
6 O
. O
7 O
. O
3 O
. O
1 O
a O
） O
要 O
求 O
； O
b O
） O
快 O
速 O
响 O
应 O
型 O
恒 O
温 O
器 O
， O
计 O
算 O
气 O
流 O
减 O
小 O
（ O
或 O
关 O
闭 O
） O
和 O
加 O
大 O
（ O
或 O
打 O
开 O
） O
时 O
温 O
度 O
平 O
均 O
值 O
与 O
设 O
置 O
温 O
度 O
值 O
的 O
差 O
应 O
满 O
足 O
5 O
. O
6 O
， O
7 O
. O
3 O
. O
1 O
b O
） O
要 O
求 O
； O
c O
） O
计 O
算 O
温 O
度 O
传 O
感 O
器 O
两 O
次 O
开 O
始 O
动 O
作 O
的 O
温 O
度 O
与 O
设 O
置 O
温 O
度 O
差 O
值 O
， O
取 O
绝 O
对 O
值 O
较 O
大 O
者 O
， O
即 O
为 O
恒 O
温 O
器 O
的 O
湿 O
度 O
超 O
调 O
幅 O
度 O
6 O
. O
7 O
. O
4 O
. O
2 O
恒 O
温 O
器 O
的 O
耐 O
久 O
性 O
试 O
验 O
6 O
. O
7 O
. O
4 O
. O
2 O
. O
1 O
机 O
械 O
循 O
环 O
试 O
验 O
恒 O
温 O
器 O
应 O
按 O
照 O
表 O
7 O
给 O
出 O
的 O
循 O
环 O
次 O
数 O
进 O
行 O
反 O
复 O
操 O
作 O
试 O
验 O
， O
操 O
作 O
频 O
率 O
（ O
每 O
分 O
钟 O
次 O
数 O
） O
应 O
由 O
制 O
造 O
商 O
标 O
明 O
， O
同 O
时 O
滴 O
足 O
下 O
列 O
条 O
件 O
： O
— O
操 O
作 O
扭 O
矩 O
不 O
应 O
大 O
于 O
5 O
. O
6 O
. O
6 O
. O
1 O
规 O
定 O
值 O
的 O
1 O
3 O
0 O
％ O
； O
— O
制 O
造 O
商 O
声 O
称 O
的 O
不 O
低 O
于 O
6 O
0 O
℃ O
的 O
最 O
大 O
操 O
作 O
温 O
度 O
完 O
成 O
操 O
作 O
次 O
数 O
的 O
5 O
0 O
％ O
； O
— O
在 O
（ O
2 O
0 O
± O
5 O
） O
℃ O
完 O
成 O
操 O
作 O
次 O
数 O
的 O
5 O
0 O
％ O
表 O
7 O
机 O
械 O
循 O
环 O
数 O
信 O
温 O
类 O
型 O
用 O
于 O
燃 O
气 O
灶 O
和 O
快 O
速 O
热 O
水 O
器 O
其 O
他 O
型 O
恒 O
■ O
器 O
0 O
0 O
0 O
0 O
E O
循 O
环 O
次 O
数 O
7 O
检 O
验 O
规 O
则 O
7 O
. O
1 O
一 O
般 O
要 O
求 O
按 O
C O
J O
／ O
T O
2 O
2 O
2 O
— O
2 O
0 O
0 O
6 O
中 O
第 O
4 O
章 O
、 O
第 O
5 O
章 O
和 O
第 O
6 O
章 O
的 O
规 O
定 O
执 O
行 O
7 O
. O
2 O
不 O
合 O
格 O
分 O
类 O
产 O
品 O
检 O
验 O
项 O
目 O
及 O
不 O
合 O
格 O
分 O
类 O
见 O
表 O
8 O
